24984	1	1	u,Маг. Защ. +18. Скорость +7.\0	u,Урон от физических умений +93. Расход MP -3%.\0	u,Сила Крит. Атк. +41,3. Шанс Крит. Атк. Магией +2.\0
28510	1	2	u,Физ. Атк. +15,31\0	u,Восстановление CP +0,095\0	a,
28511	1	2	u,Физ. Атк. +15,31\0	u,Уворот +0,705\0	a,
28512	1	2	u,Физ. Атк. +15,31\0	u,Точность +0,999\0	a,
28513	1	2	u,Физ. Атк. +15,31\0	u,Крит. +7,5\0	a,
28514	1	2	u,Маг. Атк. +19,795\0	u,Восстановление HP +0,095\0	a,
28515	1	2	u,Маг. Атк. +19,795\0	u,Восстановление MP +0,06\0	a,
28516	1	2	u,Маг. Атк. +19,795\0	u,Восстановление CP +0,095\0	a,
28517	1	2	u,Маг. Атк. +19,795\0	u,Уворот +0,705\0	a,
28518	1	2	u,Маг. Атк. +19,795\0	u,Точность +0,999\0	a,
28519	1	2	u,Маг. Атк. +19,795\0	u,Крит. +7,5\0	a,
28520	1	2	u,Восстановление HP +0,095\0	u,Восстановление MP +0,06\0	a,
28521	1	2	u,Восстановление HP +0,095\0	u,Восстановление CP +0,095\0	a,
28522	1	2	u,Восстановление HP +0,095\0	u,Уворот +0,705\0	a,
28523	1	2	u,Восстановление HP +0,095\0	u,Точность +0,999\0	a,
28524	1	2	u,Восстановление HP +0,095\0	u,Крит. +7,5\0	a,
28525	1	2	u,Восстановление MP +0,06\0	u,Восстановление CP +0,095\0	a,
28526	1	2	u,Восстановление MP +0,06\0	u,Уворот +0,705\0	a,
28527	1	2	u,Восстановление MP +0,06\0	u,Точность +0,999\0	a,
28528	1	2	u,Восстановление MP +0,06\0	u,Крит. +7,5\0	a,
28529	1	2	u,Восстановление CP +0,095\0	u,Уворот +0,705\0	a,
28530	1	2	u,Восстановление CP +0,095\0	u,Точность +0,999\0	a,
28531	1	2	u,Восстановление CP +0,095\0	u,Крит. +7,5\0	a,
28532	1	2	u,Уворот +0,705\0	u,Точность +0,999\0	a,
28533	1	2	u,Уворот +0,705\0	u,Крит. +7,5\0	a,
28534	1	2	u,Точность +0,999\0	u,Крит. +7,5\0	a,
28535	2	2	u,Физ. Защ. +24,38\0	a,	a,
28536	2	2	u,Маг. Защ. +21,02\0	a,	a,
28537	2	2	u,Макс. HP +50,02\0	a,	a,
28538	2	2	u,Макс. MP +53,12\0	a,	a,
28539	2	2	u,Макс. CP +82,39\0	a,	a,
28540	2	2	u,Физ. Атк. +26,45\0	a,	a,
28541	2	2	u,Маг. Атк. +31,65\0	a,	a,
28542	2	2	u,Восстановление HP +0,22\0	a,	a,
28543	2	2	u,Восстановление MP +0,14\0	a,	a,
28544	2	2	u,Восстановление CP +0,22\0	a,	a,
28545	2	2	u,Уворот +1,881\0	a,	a,
28546	2	2	u,Точность +2,881\0	a,	a,
28547	2	2	u,Крит. +21,1\0	a,	a,
28548	2	2	u,Физ. Защ. +12,19\0	u,Маг. Защ. +10,51\0	a,
28549	2	2	u,Физ. Защ. +12,19\0	u,Макс. HP +25,01\0	a,
28550	2	2	u,Физ. Защ. +12,19\0	u,Макс. MP +26,56\0	a,
28551	2	2	u,Физ. Защ. +12,19\0	u,Макс. CP +41,19\0	a,
28552	2	2	u,Физ. Защ. +12,19\0	u,Физ. Атк. +13,225\0	a,
28553	2	2	u,Физ. Защ. +12,19\0	u,Маг. Атк. +15,825\0	a,
28554	2	2	u,Физ. Защ. +12,19\0	u,Восстановление HP +0,11\0	a,
28555	2	2	u,Физ. Защ. +12,19\0	u,Восстановление MP +0,07\0	a,
28556	2	2	u,Физ. Защ. +12,19\0	u,Восстановление CP +0,11\0	a,
28557	2	2	u,Физ. Защ. +12,19\0	u,Уворот +0,705\0	a,
28558	2	2	u,Физ. Защ. +12,19\0	u,Точность +0,999\0	a,
28559	2	2	u,Физ. Защ. +12,19\0	u,Крит. +7,5\0	a,
28560	2	2	u,Маг. Защ. +10,51\0	u,Макс. HP +25,01\0	a,
28561	2	2	u,Маг. Защ. +10,51\0	u,Макс. MP +26,56\0	a,
28562	2	2	u,Маг. Защ. +10,51\0	u,Макс. CP +41,19\0	a,
28563	2	2	u,Маг. Защ. +10,51\0	u,Физ. Атк. +13,225\0	a,
28564	2	2	u,Маг. Защ. +10,51\0	u,Маг. Атк. +15,825\0	a,
28565	2	2	u,Маг. Защ. +10,51\0	u,Восстановление HP +0,11\0	a,
28566	2	2	u,Маг. Защ. +10,51\0	u,Восстановление MP +0,07\0	a,
28567	2	2	u,Маг. Защ. +10,51\0	u,Восстановление CP +0,11\0	a,
28568	2	2	u,Маг. Защ. +10,51\0	u,Уворот +0,705\0	a,
28569	2	2	u,Маг. Защ. +10,51\0	u,Точность +0,999\0	a,
28570	2	2	u,Маг. Защ. +10,51\0	u,Крит. +7,5\0	a,
28571	2	2	u,Макс. HP +25,01\0	u,Макс. MP +26,56\0	a,
28572	2	2	u,Макс. HP +25,01\0	u,Макс. CP +41,19\0	a,
28573	2	2	u,Макс. HP +25,01\0	u,Физ. Атк. +13,225\0	a,
28574	2	2	u,Макс. HP +25,01\0	u,Маг. Атк. +15,825\0	a,
28575	2	2	u,Макс. HP +25,01\0	u,Восстановление HP +0,11\0	a,
28576	2	2	u,Макс. HP +25,01\0	u,Восстановление MP +0,07\0	a,
28577	2	2	u,Макс. HP +25,01\0	u,Восстановление CP +0,11\0	a,
28578	2	2	u,Макс. HP +25,01\0	u,Уворот +0,705\0	a,
28579	2	2	u,Макс. HP +25,01\0	u,Точность +0,999\0	a,
28580	2	2	u,Макс. HP +25,01\0	u,Крит. +7,5\0	a,
28581	2	2	u,Макс. MP +26,56\0	u,Макс. CP +41,19\0	a,
28582	2	2	u,Макс. MP +26,56\0	u,Физ. Атк. +13,225\0	a,
28583	2	2	u,Макс. MP +26,56\0	u,Маг. Атк. +15,825\0	a,
28584	2	2	u,Макс. MP +26,56\0	u,Восстановление HP +0,11\0	a,
28585	2	2	u,Макс. MP +26,56\0	u,Восстановление MP +0,07\0	a,
28586	2	2	u,Макс. MP +26,56\0	u,Восстановление CP +0,11\0	a,
28587	2	2	u,Макс. MP +26,56\0	u,Уворот +0,705\0	a,
28588	2	2	u,Макс. MP +26,56\0	u,Точность +0,999\0	a,
28589	2	2	u,Макс. MP +26,56\0	u,Крит. +7,5\0	a,
28590	2	2	u,Макс. CP +41,19\0	u,Физ. Атк. +13,225\0	a,
28591	2	2	u,Макс. CP +41,19\0	u,Маг. Атк. +15,825\0	a,
28592	2	2	u,Макс. CP +41,19\0	u,Восстановление HP +0,11\0	a,
28593	2	2	u,Макс. CP +41,19\0	u,Восстановление MP +0,07\0	a,
28594	2	2	u,Макс. CP +41,19\0	u,Восстановление CP +0,11\0	a,
28595	2	2	u,Макс. CP +41,19\0	u,Уворот +0,705\0	a,
28596	2	2	u,Макс. CP +41,19\0	u,Точность +0,999\0	a,
28597	2	2	u,Макс. CP +41,19\0	u,Крит. +7,5\0	a,
28598	2	2	u,Физ. Атк. +13,225\0	u,Маг. Атк. +15,825\0	a,
28599	2	2	u,Физ. Атк. +13,225\0	u,Восстановление HP +0,11\0	a,
28600	2	2	u,Физ. Атк. +13,225\0	u,Восстановление MP +0,07\0	a,
28601	2	2	u,Физ. Атк. +13,225\0	u,Восстановление CP +0,11\0	a,
28602	2	2	u,Физ. Атк. +13,225\0	u,Уворот +0,705\0	a,
28603	2	2	u,Физ. Атк. +13,225\0	u,Точность +0,999\0	a,
28604	2	2	u,Физ. Атк. +13,225\0	u,Крит. +7,5\0	a,
28605	2	2	u,Маг. Атк. +15,825\0	u,Восстановление HP +0,11\0	a,
28606	2	2	u,Маг. Атк. +15,825\0	u,Восстановление MP +0,07\0	a,
28607	2	2	u,Маг. Атк. +15,825\0	u,Восстановление CP +0,11\0	a,
28608	2	2	u,Маг. Атк. +15,825\0	u,Уворот +0,705\0	a,
28609	2	2	u,Маг. Атк. +15,825\0	u,Точность +0,999\0	a,
28610	2	2	u,Маг. Атк. +15,825\0	u,Крит. +7,5\0	a,
28611	2	2	u,Восстановление HP +0,11\0	u,Восстановление MP +0,07\0	a,
28612	2	2	u,Восстановление HP +0,11\0	u,Восстановление CP +0,11\0	a,
28613	2	2	u,Восстановление HP +0,11\0	u,Уворот +0,705\0	a,
28614	2	2	u,Восстановление HP +0,11\0	u,Точность +0,999\0	a,
28615	2	2	u,Восстановление HP +0,11\0	u,Крит. +7,5\0	a,
28616	2	2	u,Восстановление MP +0,07\0	u,Восстановление CP +0,11\0	a,
28617	2	2	u,Восстановление MP +0,07\0	u,Уворот +0,705\0	a,
28618	2	2	u,Восстановление MP +0,07\0	u,Точность +0,999\0	a,
28619	2	2	u,Восстановление MP +0,07\0	u,Крит. +7,5\0	a,
28620	2	2	u,Восстановление CP +0,11\0	u,Уворот +0,705\0	a,
28621	2	2	u,Восстановление CP +0,11\0	u,Точность +0,999\0	a,
28622	2	2	u,Восстановление CP +0,11\0	u,Крит. +7,5\0	a,
28623	2	2	u,Уворот +0,705\0	u,Точность +0,999\0	a,
28624	2	2	u,Уворот +0,705\0	u,Крит. +7,5\0	a,
28625	2	2	u,Точность +0,999\0	u,Крит. +7,5\0	a,
28626	2	2	u,Физ. Защ. +31,43\0	a,	a,
28627	2	2	u,Маг. Защ. +28,45\0	a,	a,
28628	2	2	u,Макс. HP +55,15\0	a,	a,
28629	2	2	u,Макс. MP +62,39\0	a,	a,
28630	2	2	u,Макс. CP +89,95\0	a,	a,
28631	2	2	u,Физ. Атк. +36,3\0	a,	a,
28632	2	2	u,Маг. Атк. +45,68\0	a,	a,
28633	2	2	u,Восстановление HP +0,24\0	a,	a,
28634	2	2	u,Восстановление MP +0,15\0	a,	a,
28635	2	2	u,Восстановление CP +0,24\0	a,	a,
28636	2	2	u,Уворот +1,881\0	a,	a,
28637	2	2	u,Точность +2,821\0	a,	a,
28638	2	2	u,Крит. +21,1\0	a,	a,
28639	2	2	u,Физ. Защ. +15,715\0	u,Маг. Защ. +14,225\0	a,
28640	2	2	u,Физ. Защ. +15,715\0	u,Макс. HP +27,57\0	a,
28641	2	2	u,Физ. Защ. +15,715\0	u,Макс. MP +31,19\0	a,
28642	2	2	u,Физ. Защ. +15,715\0	u,Макс. CP +44,98\0	a,
28643	2	2	u,Физ. Защ. +15,715\0	u,Физ. Атк. +18,15\0	a,
28644	2	2	u,Физ. Защ. +15,715\0	u,Маг. Атк. +22,84\0	a,
28645	2	2	u,Физ. Защ. +15,715\0	u,Восстановление HP +0,12\0	a,
28646	2	2	u,Физ. Защ. +15,715\0	u,Восстановление MP +0,075\0	a,
28647	2	2	u,Физ. Защ. +15,715\0	u,Восстановление CP +0,12\0	a,
28648	2	2	u,Физ. Защ. +15,715\0	u,Уворот +0,705\0	a,
28649	2	2	u,Физ. Защ. +15,715\0	u,Точность +0,999\0	a,
28650	2	2	u,Физ. Защ. +15,715\0	u,Крит. +7,5\0	a,
28651	2	2	u,Маг. Защ. +14,225\0	u,Макс. HP +27,57\0	a,
28652	2	2	u,Маг. Защ. +14,225\0	u,Макс. MP +31,19\0	a,
28653	2	2	u,Маг. Защ. +14,225\0	u,Макс. CP +44,98\0	a,
28654	2	2	u,Маг. Защ. +14,225\0	u,Физ. Атк. +18,15\0	a,
28655	2	2	u,Маг. Защ. +14,225\0	u,Маг. Атк. +22,84\0	a,
28656	2	2	u,Маг. Защ. +14,225\0	u,Восстановление HP +0,12\0	a,
28657	2	2	u,Маг. Защ. +14,225\0	u,Восстановление MP +0,075\0	a,
28658	2	2	u,Маг. Защ. +14,225\0	u,Восстановление CP +0,12\0	a,
28659	2	2	u,Маг. Защ. +14,225\0	u,Уворот +0,705\0	a,
28660	2	2	u,Маг. Защ. +14,225\0	u,Точность +0,999\0	a,
28661	2	2	u,Маг. Защ. +14,225\0	u,Крит. +7,5\0	a,
28662	2	2	u,Макс. HP +27,57\0	u,Макс. MP +31,19\0	a,
28663	2	2	u,Макс. HP +27,57\0	u,Макс. CP +44,98\0	a,
28664	2	2	u,Макс. HP +27,57\0	u,Физ. Атк. +18,15\0	a,
28665	2	2	u,Макс. HP +27,57\0	u,Маг. Атк. +22,84\0	a,
28666	2	2	u,Макс. HP +27,57\0	u,Восстановление HP +0,12\0	a,
28667	2	2	u,Макс. HP +27,57\0	u,Восстановление MP +0,075\0	a,
28668	2	2	u,Макс. HP +27,57\0	u,Восстановление CP +0,12\0	a,
28669	2	2	u,Макс. HP +27,57\0	u,Уворот +0,705\0	a,
28670	2	2	u,Макс. HP +27,57\0	u,Точность +0,999\0	a,
28671	2	2	u,Макс. HP +27,57\0	u,Крит. +7,5\0	a,
28672	2	2	u,Макс. MP +31,19\0	u,Макс. CP +44,98\0	a,
28673	2	2	u,Макс. MP +31,19\0	u,Физ. Атк. +18,15\0	a,
28674	2	2	u,Макс. MP +31,19\0	u,Маг. Атк. +22,84\0	a,
28675	2	2	u,Макс. MP +31,19\0	u,Восстановление HP +0,12\0	a,
28676	2	2	u,Макс. MP +31,19\0	u,Восстановление MP +0,075\0	a,
28677	2	2	u,Макс. MP +31,19\0	u,Восстановление CP +0,12\0	a,
28678	2	2	u,Макс. MP +31,19\0	u,Уворот +0,705\0	a,
28679	2	2	u,Макс. MP +31,19\0	u,Точность +0,999\0	a,
28680	2	2	u,Макс. MP +31,19\0	u,Крит. +7,5\0	a,
28681	2	2	u,Макс. CP +44,98\0	u,Физ. Атк. +18,15\0	a,
28682	2	2	u,Макс. CP +44,98\0	u,Маг. Атк. +22,84\0	a,
28683	2	2	u,Макс. CP +44,98\0	u,Восстановление HP +0,12\0	a,
28684	2	2	u,Макс. CP +44,98\0	u,Восстановление MP +0,075\0	a,
28685	2	2	u,Макс. CP +44,98\0	u,Восстановление CP +0,12\0	a,
28686	2	2	u,Макс. CP +44,98\0	u,Уворот +0,705\0	a,
28687	2	2	u,Макс. CP +44,98\0	u,Точность +0,999\0	a,
28688	2	2	u,Макс. CP +44,98\0	u,Крит. +7,5\0	a,
28689	2	2	u,Физ. Атк. +18,15\0	u,Маг. Атк. +22,84\0	a,
28690	2	2	u,Физ. Атк. +18,15\0	u,Восстановление HP +0,12\0	a,
28691	2	2	u,Физ. Атк. +18,15\0	u,Восстановление MP +0,075\0	a,
28692	2	2	u,Физ. Атк. +18,15\0	u,Восстановление CP +0,12\0	a,
28693	2	2	u,Физ. Атк. +18,15\0	u,Уворот +0,705\0	a,
28694	2	2	u,Физ. Атк. +18,15\0	u,Точность +0,999\0	a,
28695	2	2	u,Физ. Атк. +18,15\0	u,Крит. +7,5\0	a,
28696	2	2	u,Маг. Атк. +22,84\0	u,Восстановление HP +0,12\0	a,
28697	2	2	u,Маг. Атк. +22,84\0	u,Восстановление MP +0,075\0	a,
28698	2	2	u,Маг. Атк. +22,84\0	u,Восстановление CP +0,12\0	a,
28699	2	2	u,Маг. Атк. +22,84\0	u,Уворот +0,705\0	a,
28700	2	2	u,Маг. Атк. +22,84\0	u,Точность +0,999\0	a,
28701	2	2	u,Маг. Атк. +22,84\0	u,Крит. +7,5\0	a,
28702	2	2	u,Восстановление HP +0,12\0	u,Восстановление MP +0,075\0	a,
28703	2	2	u,Восстановление HP +0,12\0	u,Восстановление CP +0,12\0	a,
28704	2	2	u,Восстановление HP +0,12\0	u,Уворот +0,705\0	a,
28705	2	2	u,Восстановление HP +0,12\0	u,Точность +0,999\0	a,
28706	2	2	u,Восстановление HP +0,12\0	u,Крит. +7,5\0	a,
28707	2	2	u,Восстановление MP +0,075\0	u,Восстановление CP +0,12\0	a,
28708	2	2	u,Восстановление MP +0,075\0	u,Уворот +0,705\0	a,
28709	2	2	u,Восстановление MP +0,075\0	u,Точность +0,999\0	a,
28710	2	2	u,Восстановление MP +0,075\0	u,Крит. +7,5\0	a,
28711	2	2	u,Восстановление CP +0,12\0	u,Уворот +0,705\0	a,
28712	2	2	u,Восстановление CP +0,12\0	u,Точность +0,999\0	a,
28713	2	2	u,Восстановление CP +0,12\0	u,Крит. +7,5\0	a,
28714	2	2	u,Уворот +0,705\0	u,Точность +0,999\0	a,
28715	2	2	u,Уворот +0,705\0	u,Крит. +7,5\0	a,
28716	2	2	u,Точность +0,999\0	u,Крит. +7,5\0	a,
28717	2	2	u,Физ. Защ. +34,76\0	a,	a,
28718	2	2	u,Маг. Защ. +32,09\0	a,	a,
28719	2	2	u,Макс. HP +57,34\0	a,	a,
28720	2	2	u,Макс. MP +67,34\0	a,	a,
28721	2	2	u,Макс. CP +94,45\0	a,	a,
28722	2	2	u,Физ. Атк. +43,23\0	a,	a,
28723	2	2	u,Маг. Атк. +55,89\0	a,	a,
28724	2	2	u,Восстановление HP +0,24\0	a,	a,
28725	2	2	u,Восстановление MP +0,16\0	a,	a,
28726	2	2	u,Восстановление CP +0,24\0	a,	a,
28727	2	2	u,Уворот +1,881\0	a,	a,
28728	2	2	u,Точность +2,821\0	a,	a,
28729	2	2	u,Крит. +21,1\0	a,	a,
28730	2	2	u,Физ. Защ. +17,38\0	u,Маг. Защ. +16,045\0	a,
28731	2	2	u,Физ. Защ. +17,38\0	u,Макс. HP +28,67\0	a,
28732	2	2	u,Физ. Защ. +17,38\0	u,Макс. MP +33,87\0	a,
28733	2	2	u,Физ. Защ. +17,38\0	u,Макс. CP +47,22\0	a,
28734	2	2	u,Физ. Защ. +17,38\0	u,Физ. Атк. +21,615\0	a,
28735	2	2	u,Физ. Защ. +17,38\0	u,Маг. Атк. +27,945\0	a,
28736	2	2	u,Физ. Защ. +17,38\0	u,Восстановление HP +0,12\0	a,
28737	2	2	u,Физ. Защ. +17,38\0	u,Восстановление MP +0,08\0	a,
28738	2	2	u,Физ. Защ. +17,38\0	u,Восстановление CP +0,12\0	a,
28739	2	2	u,Физ. Защ. +17,38\0	u,Уворот +0,705\0	a,
28740	2	2	u,Физ. Защ. +17,38\0	u,Точность +0,999\0	a,
28741	2	2	u,Физ. Защ. +17,38\0	u,Крит. +7,5\0	a,
28742	2	2	u,Маг. Защ. +16,045\0	u,Макс. HP +28,67\0	a,
28743	2	2	u,Маг. Защ. +16,045\0	u,Макс. MP +33,87\0	a,
28744	2	2	u,Маг. Защ. +16,045\0	u,Макс. CP +47,22\0	a,
28745	2	2	u,Маг. Защ. +16,045\0	u,Физ. Атк. +21,615\0	a,
28746	2	2	u,Маг. Защ. +16,045\0	u,Маг. Атк. +27,945\0	a,
28747	2	2	u,Маг. Защ. +16,045\0	u,Восстановление HP +0,12\0	a,
28748	2	2	u,Маг. Защ. +16,045\0	u,Восстановление MP +0,08\0	a,
28749	2	2	u,Маг. Защ. +16,045\0	u,Восстановление CP +0,12\0	a,
28750	2	2	u,Маг. Защ. +16,045\0	u,Уворот +0,705\0	a,
28751	2	2	u,Маг. Защ. +16,045\0	u,Точность +0,999\0	a,
28752	2	2	u,Маг. Защ. +16,045\0	u,Крит. +7,5\0	a,
28753	2	2	u,Макс. HP +28,67\0	u,Макс. MP +33,87\0	a,
28754	2	2	u,Макс. HP +28,67\0	u,Макс. CP +47,22\0	a,
28755	2	2	u,Макс. HP +28,67\0	u,Физ. Атк. +21,615\0	a,
28756	2	2	u,Макс. HP +28,67\0	u,Маг. Атк. +27,945\0	a,
28757	2	2	u,Макс. HP +28,67\0	u,Восстановление HP +0,12\0	a,
28758	2	2	u,Макс. HP +28,67\0	u,Восстановление MP +0,08\0	a,
28759	2	2	u,Макс. HP +28,67\0	u,Восстановление CP +0,12\0	a,
28760	2	2	u,Макс. HP +28,67\0	u,Уворот +0,705\0	a,
28761	2	2	u,Макс. HP +28,67\0	u,Точность +0,999\0	a,
28762	2	2	u,Макс. HP +28,67\0	u,Крит. +7,5\0	a,
28763	2	2	u,Макс. MP +33,87\0	u,Макс. CP +47,22\0	a,
28764	2	2	u,Макс. MP +33,87\0	u,Физ. Атк. +21,615\0	a,
28765	2	2	u,Макс. MP +33,87\0	u,Маг. Атк. +27,945\0	a,
28766	2	2	u,Макс. MP +33,87\0	u,Восстановление HP +0,12\0	a,
28767	2	2	u,Макс. MP +33,87\0	u,Восстановление MP +0,08\0	a,
28768	2	2	u,Макс. MP +33,87\0	u,Восстановление CP +0,12\0	a,
28769	2	2	u,Макс. MP +33,87\0	u,Уворот +0,705\0	a,
28770	2	2	u,Макс. MP +33,87\0	u,Точность +0,999\0	a,
28771	2	2	u,Макс. MP +33,87\0	u,Крит. +7,5\0	a,
28772	2	2	u,Макс. CP +47,22\0	u,Физ. Атк. +21,615\0	a,
28773	2	2	u,Макс. CP +47,22\0	u,Маг. Атк. +27,945\0	a,
28774	2	2	u,Макс. CP +47,22\0	u,Восстановление HP +0,12\0	a,
28775	2	2	u,Макс. CP +47,22\0	u,Восстановление MP +0,08\0	a,
28776	2	2	u,Макс. CP +47,22\0	u,Восстановление CP +0,12\0	a,
28777	2	2	u,Макс. CP +47,22\0	u,Уворот +0,705\0	a,
28778	2	2	u,Макс. CP +47,22\0	u,Точность +0,999\0	a,
28779	2	2	u,Макс. CP +47,22\0	u,Крит. +7,5\0	a,
28780	2	2	u,Физ. Атк. +21,615\0	u,Маг. Атк. +27,945\0	a,
28781	2	2	u,Физ. Атк. +21,615\0	u,Восстановление HP +0,12\0	a,
28782	2	2	u,Физ. Атк. +21,615\0	u,Восстановление MP +0,08\0	a,
28783	2	2	u,Физ. Атк. +21,615\0	u,Восстановление CP +0,12\0	a,
28784	2	2	u,Физ. Атк. +21,615\0	u,Уворот +0,705\0	a,
28785	2	2	u,Физ. Атк. +21,615\0	u,Точность +0,999\0	a,
28786	2	2	u,Физ. Атк. +21,615\0	u,Крит. +7,5\0	a,
28787	2	2	u,Маг. Атк. +27,945\0	u,Восстановление HP +0,12\0	a,
28788	2	2	u,Маг. Атк. +27,945\0	u,Восстановление MP +0,08\0	a,
28789	2	2	u,Маг. Атк. +27,945\0	u,Восстановление CP +0,12\0	a,
28790	2	2	u,Маг. Атк. +27,945\0	u,Уворот +0,705\0	a,
28791	2	2	u,Маг. Атк. +27,945\0	u,Точность +0,999\0	a,
28792	2	2	u,Маг. Атк. +27,945\0	u,Крит. +7,5\0	a,
28793	2	2	u,Восстановление HP +0,12\0	u,Восстановление MP +0,08\0	a,
28794	2	2	u,Восстановление HP +0,12\0	u,Восстановление CP +0,12\0	a,
28795	2	2	u,Восстановление HP +0,12\0	u,Уворот +0,705\0	a,
28796	2	2	u,Восстановление HP +0,12\0	u,Точность +0,999\0	a,
28797	2	2	u,Восстановление HP +0,12\0	u,Крит. +7,5\0	a,
28798	2	2	u,Восстановление MP +0,08\0	u,Восстановление CP +0,12\0	a,
28799	2	2	u,Восстановление MP +0,08\0	u,Уворот +0,705\0	a,
28800	2	2	u,Восстановление MP +0,08\0	u,Точность +0,999\0	a,
28801	2	2	u,Восстановление MP +0,08\0	u,Крит. +7,5\0	a,
28802	2	2	u,Восстановление CP +0,12\0	u,Уворот +0,705\0	a,
28803	2	2	u,Восстановление CP +0,12\0	u,Точность +0,999\0	a,
28804	2	2	u,Восстановление CP +0,12\0	u,Крит. +7,5\0	a,
28805	2	2	u,Уворот +0,705\0	u,Точность +0,999\0	a,
28806	2	2	u,Уворот +0,705\0	u,Крит. +7,5\0	a,
28807	2	2	u,Точность +0,999\0	u,Крит. +7,5\0	a,
28808	3	2	u,Физ. Защ. +30,48\0	a,	a,
28809	3	2	u,Маг. Защ. +26,27\0	a,	a,
28810	3	2	u,Макс. HP +61,57\0	a,	a,
28811	3	2	u,Макс. MP +65,38\0	a,	a,
28812	3	2	u,Макс. CP +101,4\0	a,	a,
28813	3	2	u,Физ. Атк. +31,96\0	a,	a,
28814	3	2	u,Маг. Атк. +38,24\0	a,	a,
28815	3	2	u,Восстановление HP +0,28\0	a,	a,
28816	3	2	u,Восстановление MP +0,18\0	a,	a,
28817	3	2	u,Восстановление CP +0,28\0	a,	a,
28818	3	2	u,Уворот +2,351\0	a,	a,
28819	3	2	u,Точность +3,408\0	a,	a,
28820	3	2	u,Крит. +25,5\0	a,	a,
28821	3	2	u,Физ. Защ. +15,24\0	u,Маг. Защ. +13,135\0	a,
28822	3	2	u,Физ. Защ. +15,24\0	u,Макс. HP +30,78\0	a,
28823	3	2	u,Физ. Защ. +15,24\0	u,Макс. MP +38,39\0	a,
28824	3	2	u,Физ. Защ. +15,24\0	u,Макс. CP +55,35\0	a,
28825	3	2	u,Физ. Защ. +15,24\0	u,Физ. Атк. +15,98\0	a,
28826	3	2	u,Физ. Защ. +15,24\0	u,Маг. Атк. +19,12\0	a,
28827	3	2	u,Физ. Защ. +15,24\0	u,Восстановление HP +0,14\0	a,
28828	3	2	u,Физ. Защ. +15,24\0	u,Восстановление MP +0,09\0	a,
28829	3	2	u,Физ. Защ. +15,24\0	u,Восстановление CP +0,14\0	a,
28830	3	2	u,Физ. Защ. +15,24\0	u,Уворот +1,1755\0	a,
28831	3	2	u,Физ. Защ. +15,24\0	u,Точность +1,704\0	a,
28832	3	2	u,Физ. Защ. +15,24\0	u,Крит. +12,75\0	a,
28833	3	2	u,Маг. Защ. +13,135\0	u,Макс. HP +30,78\0	a,
28834	3	2	u,Маг. Защ. +13,135\0	u,Макс. MP +38,39\0	a,
28835	3	2	u,Маг. Защ. +13,135\0	u,Макс. CP +55,35\0	a,
28836	3	2	u,Маг. Защ. +13,135\0	u,Физ. Атк. +15,98\0	a,
28837	3	2	u,Маг. Защ. +13,135\0	u,Маг. Атк. +19,12\0	a,
28838	3	2	u,Маг. Защ. +13,135\0	u,Восстановление HP +0,14\0	a,
28839	3	2	u,Маг. Защ. +13,135\0	u,Восстановление MP +0,09\0	a,
28840	3	2	u,Маг. Защ. +13,135\0	u,Восстановление CP +0,14\0	a,
28841	3	2	u,Маг. Защ. +13,135\0	u,Уворот +1,1755\0	a,
28842	3	2	u,Маг. Защ. +13,135\0	u,Точность +1,704\0	a,
28843	3	2	u,Маг. Защ. +13,135\0	u,Крит. +12,75\0	a,
28844	3	2	u,Макс. HP +30,78\0	u,Макс. MP +38,39\0	a,
28845	3	2	u,Макс. HP +30,78\0	u,Макс. CP +55,35\0	a,
28846	3	2	u,Макс. HP +30,78\0	u,Физ. Атк. +15,98\0	a,
28847	3	2	u,Макс. HP +30,78\0	u,Маг. Атк. +19,12\0	a,
28848	3	2	u,Макс. HP +30,78\0	u,Восстановление HP +0,14\0	a,
28849	3	2	u,Макс. HP +30,78\0	u,Восстановление MP +0,09\0	a,
28850	3	2	u,Макс. HP +30,78\0	u,Восстановление CP +0,14\0	a,
28851	3	2	u,Макс. HP +30,78\0	u,Уворот +1,1755\0	a,
28852	3	2	u,Макс. HP +30,78\0	u,Точность +1,704\0	a,
28853	3	2	u,Макс. HP +30,78\0	u,Крит. +12,75\0	a,
28854	3	2	u,Макс. MP +38,39\0	u,Макс. CP +55,35\0	a,
28855	3	2	u,Макс. MP +38,39\0	u,Физ. Атк. +15,98\0	a,
28856	3	2	u,Макс. MP +38,39\0	u,Маг. Атк. +19,12\0	a,
28857	3	2	u,Макс. MP +38,39\0	u,Восстановление HP +0,14\0	a,
28858	3	2	u,Макс. MP +38,39\0	u,Восстановление MP +0,09\0	a,
28859	3	2	u,Макс. MP +38,39\0	u,Восстановление CP +0,14\0	a,
28860	3	2	u,Макс. MP +38,39\0	u,Уворот +1,1755\0	a,
28861	3	2	u,Макс. MP +38,39\0	u,Точность +1,704\0	a,
28862	3	2	u,Макс. MP +38,39\0	u,Крит. +12,75\0	a,
28863	3	2	u,Макс. CP +55,35\0	u,Физ. Атк. +15,98\0	a,
28864	3	2	u,Макс. CP +55,35\0	u,Маг. Атк. +19,12\0	a,
28865	3	2	u,Макс. CP +55,35\0	u,Восстановление HP +0,14\0	a,
28866	3	2	u,Макс. CP +55,35\0	u,Восстановление MP +0,09\0	a,
28867	3	2	u,Макс. CP +55,35\0	u,Восстановление CP +0,14\0	a,
